License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
March 08 2016,207068,Zoey,Cat,Domestic Shorthair,,98126
March 08 2016,140689,Cearbachan,Cat,Domestic Shorthair,,98119
March 08 2016,444800,Obsidian,Cat,Domestic Shorthair,,98119
March 08 2016,140691,Xong Lee,Cat,American Shorthair,,98119
March 08 2016,123313,Frances,Cat,Domestic Shorthair,,98112
March 08 2016,140667,Achilles,Cat,Domestic Shorthair,,98117
March 08 2016,140661,Minnie,Cat,Domestic Medium Hair,Siamese,98109
March 08 2016,140660,Sam,Cat,Domestic Medium Hair,Siamese,98109
March 08 2016,129635,Tres,Cat,Domestic Shorthair,,98119
March 08 2016,113068,Jenny,Cat,Domestic Longhair,,98117
March 08 2016,140647,Oznot,Cat,Domestic Medium Hair,,98117
March 08 2016,140646,Sammy,Cat,Domestic Shorthair,,98117
March 08 2016,129781,Belle,Cat,Domestic Longhair,,98117
March 08 2016,129780,Blaze,Cat,Domestic Longhair,,98117
March 08 2016,128400,Bunny,Cat,Domestic Longhair,,98117
March 08 2016,105336,Harriet,Cat,Mix,,98144
March 08 2016,128315,Kali,Cat,Domestic Shorthair,,98125
March 08 2016,128339,Feathers,Cat,Domestic Shorthair,,98112
March 08 2016,128336,Onyx,Cat,Domestic Shorthair,,98112
March 08 2016,134155,Squirt,Cat,Domestic Shorthair,,98106
March 08 2016,133835,Elle,Cat,Domestic Shorthair,,98125
March 08 2016,133838,Harley,Cat,Domestic Shorthair,,98125
March 08 2016,134176,Jin-Jin,Cat,Snowshoe,,98119
March 08 2016,134177,Petey,Cat,Domestic Shorthair,Mix,98119
March 08 2016,217505,Sammy,Cat,Domestic Shorthair,,98119
March 08 2016,113116,Elliott,Cat,Domestic Shorthair,,98107
March 08 2016,140621,Deedee,Cat,Domestic Shorthair,,98103
March 08 2016,140625,Luna,Cat,Domestic Shorthair,,98103
March 08 2016,140343,Cinder,Cat,Domestic Shorthair,,98105
March 08 2016,133139,,Cat,Domestic Medium Hair,,98126
March 08 2016,128192,Mr beasley,Cat,Domestic Shorthair,,98103
March 08 2016,113090,Simon,Cat,Domestic Shorthair,,98108
March 08 2016,113091,Stella,Cat,Domestic Longhair,,98108
March 08 2016,113006,Halo,Cat,Pixie-Bob,,98119
March 08 2016,113073,Lover Boy,Cat,Domestic Shorthair,,98116
March 08 2016,83259,Watson,Cat,Domestic Shorthair,,98117
March 08 2016,140363,Cherry,Cat,Domestic Longhair,,98115
March 08 2016,124324,Gracie,Cat,Domestic Shorthair,,98125
March 08 2016,133790,Mystery,Cat,Domestic Shorthair,,98133
March 08 2016,136853,Snuffles,Cat,Domestic Medium Hair,,98107
March 08 2016,113084,Dozer,Cat,American Shorthair,,98115
March 08 2016,127957,Apollo,Cat,Domestic Shorthair,,98116
March 08 2016,128773,Minerva,Cat,Domestic Shorthair,,98116
March 08 2016,134092,Brendan,Cat,Domestic Shorthair,,98136
March 08 2016,134095,Laura Jean,Cat,Domestic Shorthair,,98136
March 08 2016,133148,Lucinda Chang,Cat,Siamese,,98125
March 08 2016,113148,Paka,Cat,Mix,,98104
March 08 2016,140497,Mandy,Cat,Domestic Shorthair,,98115
March 08 2016,140770,Cirbie,Cat,LaPerm,,98109
March 09 2016,112219,Bernie,Cat,Scottish Fold,Domestic Shorthair,98136
March 09 2016,110081,Scout,Cat,Domestic Shorthair,Mix,98102
March 09 2016,140780,,Cat,Domestic Medium Hair,,98125
March 09 2016,113051,Kettle,Cat,Domestic Shorthair,,98121
March 09 2016,954228,Billie,Cat,Domestic Shorthair,,98108
March 09 2016,140531,Booger,Cat,Domestic Shorthair,,98126
March 09 2016,140532,Goober,Cat,Domestic Shorthair,,98126
March 09 2016,133378,Bella,Cat,Domestic Shorthair,,98102
March 09 2016,129664,Izzy,Cat,Domestic Longhair,,98199
March 09 2016,113129,Lucy,Cat,Domestic Shorthair,,98115
March 09 2016,128391,Pippin,Cat,Domestic Shorthair,,98115
March 09 2016,125091,Buddi,Cat,Siamese,Mix,98133
March 09 2016,113125,Luna,Cat,Domestic Shorthair,,98116
March 09 2016,129621,Sedona,Cat,Domestic Shorthair,,98109
March 09 2016,124332,CJ,Cat,Domestic Shorthair,,98124
March 09 2016,445260,Nono,Cat,Maine Coon,,98124
March 09 2016,133514,Smokey,Cat,Domestic Longhair,,98118
March 10 2016,133743,Marcello,Cat,Burmese,,98125
March 10 2016,140776,Tom,Cat,Domestic Shorthair,,98117
March 10 2016,104416,Mushi,Cat,Domestic Shorthair,Mix,98117
March 10 2016,133871,Mimi,Cat,Domestic Shorthair,,98108
March 10 2016,140757,Bessie,Cat,Domestic Longhair,,98118
March 10 2016,140772,Frida,Cat,Domestic Shorthair,,98118
March 10 2016,113402,Mister BAnks,Cat,Persian,,98136
March 10 2016,128791,Penny,Cat,Domestic Longhair,,98115
March 10 2016,113304,Figaro,Cat,Domestic Longhair,,98144
March 10 2016,140657,Maximus,Cat,Ragdoll,,98122
March 10 2016,133389,Rosie,Cat,Domestic Shorthair,,98116
March 10 2016,134195,Aki,Cat,Domestic Shorthair,,98115
March 10 2016,208054,Oban,Cat,Domestic Shorthair,,98115
March 10 2016,208055,Rowan,Cat,Domestic Shorthair,,98115
March 10 2016,113232,Mia,Cat,Domestic Shorthair,,98126
March 10 2016,133689,Desmond,Cat,Domestic Shorthair,,98103
March 10 2016,134101,Kikki,Cat,American Shorthair,,98136
March 10 2016,134103,Sheba,Cat,Maine Coon,Domestic Medium Hair,98136
March 10 2016,140711,Cevin Key,Cat,Domestic Shorthair,,98103
March 10 2016,832580,Chomski,Cat,Domestic Shorthair,,98112
March 10 2016,128099,Dorian,Cat,Maine Coon,Mix,98112
March 10 2016,217507,Nufkah,Cat,LaPerm,,98144
March 10 2016,113365,Bella,Cat,Domestic Shorthair,,98136
March 10 2016,133695,Lexi,Cat,Domestic Longhair,,98115
March 10 2016,113248,Lucy,Cat,Domestic Shorthair,,98122
March 11 2016,104417,Bear,Cat,Domestic Medium Hair,Mix,98122
March 11 2016,112226,Vatani,Cat,Domestic Shorthair,Mix,98144
March 11 2016,110849,Fuzz,Cat,Domestic Longhair,Domestic Medium Hair,98107
March 11 2016,130452,Tannie,Cat,Domestic Shorthair,,98144
March 11 2016,133872,Ruby,Cat,Domestic Shorthair,,98125
March 11 2016,125079,Misty,Cat,Domestic Shorthair,,98108
March 11 2016,128404,Burli,Cat,Domestic Shorthair,,98115
March 11 2016,140769,Puck,Cat,Domestic Shorthair,Mix,98112
March 11 2016,122662,Rocket,Cat,Domestic Shorthair,,98177
March 11 2016,104418,Pretty Girl,Cat,Domestic Medium Hair,Mix,98105
March 11 2016,128679,Tiger,Cat,Domestic Shorthair,,98109
March 11 2016,127947,Bodhi,Cat,Himalayan,,98107
March 11 2016,897073,Mochka,Cat,Maine Coon,,98107
March 11 2016,128354,Mocha Latte,Cat,Ragdoll,,98177
March 11 2016,113419,Cava,Cat,Domestic Shorthair,,98126
March 12 2016,140767,Luna,Cat,Siamese,,98112
March 12 2016,140652,Spiff,Cat,Domestic Shorthair,,98125
March 12 2016,104419,BJ,Cat,Domestic Longhair,Mix,98104
March 12 2016,104422,Angel,Cat,Siamese,Mix,98107
March 12 2016,110833,,Cat,Domestic Shorthair,Mix,98122
March 12 2016,104421,Annie,Cat,Domestic Shorthair,Mix,98107
March 12 2016,133118,Clarence,Cat,LaPerm,,98108
March 12 2016,104420,Calypso,Cat,Russian Blue,Mix,98122
March 12 2016,112511,Kallie,Cat,Domestic Shorthair,Mix,98116
March 12 2016,112510,Rosie,Cat,Maine Coon,,98116
March 12 2016,110855,Delilah,Cat,Domestic Shorthair,Mix,98109
March 12 2016,134053,Sugar,Cat,Siamese,,98118
March 12 2016,112512,George,Cat,Domestic Shorthair,Mix,98106
March 12 2016,133194,Clara,Cat,Domestic Shorthair,,98115
March 12 2016,132531,Katie,Cat,Domestic Shorthair,,98118
March 12 2016,140702,Twinkle,Cat,Domestic Longhair,,98108
March 12 2016,127912,Sweet Pea,Cat,Domestic Shorthair,,98199
March 12 2016,110856,Blue,Cat,Domestic Longhair,Mix,98199
March 12 2016,110861,Luna,Cat,Domestic Longhair,Mix,98107
March 12 2016,127236,Mia,Cat,Russian Blue,,98117
March 12 2016,110868,Buddy,Cat,Domestic Shorthair,Mix,98107
March 12 2016,112518,Stinky,Cat,Domestic Longhair,Mix,98103
March 13 2016,104424,Rory,Cat,Domestic Shorthair,Mix,98104
March 13 2016,129507,Aiko,Cat,Domestic Shorthair,,98109
March 13 2016,110094,Sooty,Cat,Domestic Shorthair,Mix,98199
March 13 2016,133932,Ming,Cat,Domestic Longhair,,98136
March 14 2016,104427,Henrietta,Cat,Domestic Shorthair,Mix,98118
March 14 2016,133891,Pepper,Cat,Bombay,,98136
March 14 2016,140704,Orville,Cat,Siamese,Mix,98103
March 14 2016,140710,Wilber,Cat,Siamese,Mix,98103
March 14 2016,134004,Blowkiss,Cat,American Shorthair,,98125
March 14 2016,133437,Jada Pinkett,Cat,Ragdoll,Mix,98119
March 14 2016,133371,Fiona,Cat,Maine Coon,,98118
March 14 2016,113416,Kermit,Cat,American Shorthair,,98118
March 14 2016,113417,Pete,Cat,American Shorthair,,98118
March 14 2016,133647,Cookie,Cat,Domestic Shorthair,,98133
March 14 2016,123944,Murphy,Cat,Domestic Shorthair,,98126
March 14 2016,126091,Saami,Cat,Siamese,,98112
March 15 2016,110869,PI,Cat,Domestic Medium Hair,Mix,98121
March 15 2016,112519,Shinx,Cat,Domestic Shorthair,,98105
March 15 2016,113341,Wampus,Cat,Domestic Shorthair,,98118
March 15 2016,133956,Woody,Cat,Domestic Shorthair,,98102
March 15 2016,142136,Sydney,Cat,Siamese,,98146
March 15 2016,142016,Tommy,Cat,Domestic Medium Hair,Siamese,98106
March 15 2016,133309,Buddy,Cat,Domestic Shorthair,,98199
March 15 2016,133172,Pippin,Cat,LaPerm,,98102
March 15 2016,133174,Spike,Cat,LaPerm,,98102
March 15 2016,113393,Ratatolli,Cat,American Shorthair,,98107
March 15 2016,133793,Ponza,Cat,Domestic Shorthair,, 
March 15 2016,133792,Sancho,Cat,Domestic Shorthair,, 
March 15 2016,113261,Milo,Cat,Domestic Shorthair,,98107
March 15 2016,113262,Pepper,Cat,Domestic Shorthair,,98107
March 15 2016,119813,Mrs Miggins,Cat,Domestic Shorthair,,98115
March 15 2016,113238,Max,Cat,Domestic Medium Hair,,98107
March 15 2016,113239,Momo,Cat,Domestic Medium Hair,,98107
March 15 2016,113215,Bubba,Cat,Domestic Shorthair,,98133
March 15 2016,140799,Padstow,Cat,Domestic Shorthair,,98115
March 15 2016,113444,Gonzo,Cat,Domestic Longhair,,98199
March 15 2016,129512,Max,Cat,LaPerm,,98107
March 15 2016,129509,Sam,Cat,LaPerm,,98107
March 15 2016,133668,Kali Mirch,Cat,Domestic Shorthair,,98118
March 15 2016,113335,Billee,Cat,Balinese,,98112
March 15 2016,128890,Siam,Cat,Domestic Shorthair,,98122
March 15 2016,113332,Braveheart,Cat,Mix,,98133
March 15 2016,953476,Felix,Cat,Domestic Shorthair,,98144
March 15 2016,128320,Ciapus,Cat,Maine Coon,,98115
March 15 2016,140313,Mr Darling,Cat,Domestic Longhair,,98122
March 15 2016,140538,Cleo,Cat,Domestic Shorthair,,98116
March 15 2016,113403,Buddy,Cat,Domestic Shorthair,Mix,98117
March 16 2016,112238,Anastasia Kalashnakitty,Cat,Russian Blue,,98107
March 16 2016,132499,Tia,Cat,Domestic Shorthair,,98117
March 16 2016,358947,Betty Jo,Cat,Domestic Shorthair,,98121
March 16 2016,586922,Meeny,Cat,Siamese,Mix,98112
March 16 2016,586921,Eeny,Cat,Siamese,Mix,98112
March 16 2016,133722,Bear,Cat,Domestic Medium Hair,,98117
March 16 2016,123505,Tigerlily,Cat,Domestic Shorthair,,98117
March 16 2016,132667,Rigby,Cat,Russian Blue,,98108
March 16 2016,140745,Houdini,Cat,Domestic Shorthair,,98109
March 16 2016,128065,George,Cat,Domestic Shorthair,,98126
March 16 2016,121681,Petufchen,Cat,Domestic Shorthair,,98117
March 16 2016,586617,Milkdud,Cat,Singapura,,98122
March 16 2016,113448,Eevee,Cat,Mix,,98109
March 16 2016,113449,Tucker,Cat,Mix,,98109
March 16 2016,134930,Coco,Cat,Domestic Shorthair,,98102
March 16 2016,113333,Frankie Lee Jones,Cat,Domestic Shorthair,,98105
March 16 2016,133468,,Cat,Domestic Shorthair,,98107
March 16 2016,127523,Rugby,Cat,Domestic Shorthair,,98117
March 17 2016,140618,Mimi,Cat,Domestic Shorthair,,98126
March 17 2016,112239,Cin,Cat,Domestic Shorthair,Mix,98133
March 17 2016,112240,Cella,Cat,Domestic Medium Hair,Mix,98105
March 17 2016,110874,Emma,Cat,Domestic Shorthair,Mix,98107
March 17 2016,111633,Spyro Katt,Cat,Domestic Shorthair,Mix,98115
March 17 2016,111634,Louis C K,Cat,Domestic Shorthair,,98133
March 17 2016,133440,Neo,Cat,Domestic Shorthair,,98117
March 17 2016,128107,Tank,Cat,Domestic Shorthair,,98118
March 17 2016,113241,Shadow,Cat,Domestic Shorthair,,98122
March 17 2016,113288,Loki,Cat,Domestic Shorthair,,98199
March 17 2016,142286,Barney,Cat,LaPerm,,98119
March 17 2016,113456,Pawl,Cat,Mix,,98107
March 17 2016,113457,Peggy Olson,Cat,American Shorthair,Mix,98107
March 17 2016,128538,Kent,Cat,American Shorthair,,98117
March 18 2016,129480,Onyx,Cat,Domestic Shorthair,,98125
March 18 2016,133601,Scupper,Cat,Maine Coon,,98125
March 18 2016,140735,Romeo,Cat,Domestic Longhair,,98122
March 18 2016,110883,Flaca,Cat,Domestic Medium Hair,Mix,98103
March 18 2016,104430,Penelope,Cat,Domestic Medium Hair,Mix,98105
March 18 2016,112242,Saru,Cat,Domestic Shorthair,Mix,98109
March 18 2016,112241,Siyah,Cat,Domestic Shorthair,Mix,98109
March 18 2016,129573,Sweet Pea,Cat,Domestic Shorthair,,98107
March 18 2016,129555,Boots,Cat,Domestic Shorthair,,98107
March 18 2016,104431,Magic,Cat,Domestic Shorthair,Mix,98105
March 18 2016,104432,Me Me,Cat,Domestic Shorthair,Mix,98115
March 18 2016,133941,miss d'meanor,Cat,Domestic Shorthair,,98188
March 18 2016,113208,Echo,Cat,Bombay,American Shorthair,98133
March 18 2016,133289,Enzo,Cat,Domestic Shorthair,,98117
March 18 2016,113257,Ella,Cat,American Shorthair,,98199
March 18 2016,113259,Sunny,Cat,American Shorthair,,98199
March 18 2016,133178,Empress Binky,Cat,Domestic Shorthair,,98116
March 18 2016,198237,Missy,Cat,Domestic Longhair,,98136
March 19 2016,203186,Punkin,Cat,Domestic Shorthair,,98118
March 19 2016,129453,Susu,Cat,British Shorthair,,98107
March 19 2016,111600,Penny,Cat,Domestic Shorthair,,98118
March 19 2016,140717,Sherman,Cat,Domestic Longhair,,98117
March 19 2016,133467,Pumpkin,Cat,Domestic Medium Hair,,98107
March 19 2016,129634,Sammy,Cat,Domestic Longhair,,98107
March 19 2016,128199,,Cat,Domestic Medium Hair,,98107
March 19 2016,111639,Snoopy,Cat,Domestic Medium Hair,Mix,98177
March 19 2016,100598,Julie,Cat,Domestic Shorthair,Mix,98103
March 19 2016,140512,Corky,Cat,LaPerm,,98144
March 19 2016,133334,Chunky Rice,Cat,Domestic Shorthair,,98102
March 19 2016,133448,Tater,Cat,Domestic Shorthair,,98103
March 19 2016,282453,Brody,Cat,Domestic Shorthair,,98117
March 19 2016,128763,Phoebe,Cat,Domestic Medium Hair,,98119
March 19 2016,111641,Kylo,Cat,Domestic Shorthair,Mix,98119
March 20 2016,140438,Yeti,Cat,Domestic Shorthair,,98119
March 20 2016,110900,Tristan,Cat,Domestic Shorthair,,98122
May 17 2016,273942,Neko,Cat,LaPerm,,98117
March 20 2016,113161,Shmisis,Cat,Egyptian Mau,,98119
March 21 2016,101675,Buffy,Cat,Domestic Medium Hair,Mix,98103
March 21 2016,101991,Mewbacca,Cat,Domestic Shorthair,Mix,98107
March 21 2016,101992,Tanner,Cat,Domestic Shorthair,Mix,98107
March 21 2016,113637,Santana,Cat,Domestic Shorthair,,98117
March 21 2016,142129,Mocha,Cat,Ragdoll,,98125
March 21 2016,443613,JoJo,Cat,Domestic Shorthair,,98199
March 21 2016,127943,Smokey,Cat,Russian Blue,Mix,98122
March 21 2016,113623,Garbonzo,Cat,Norwegian Forest,,98102
March 21 2016,133903,Nabi,Cat,Domestic Shorthair,,98112
March 21 2016,200412,Pie,Cat,Domestic Shorthair,,98115
March 22 2016,111644,Koda,Cat,Domestic Shorthair,,98107
March 22 2016,112251,Snickers,Cat,Domestic Longhair,Mix,98103
March 22 2016,129655,Bella,Cat,LaPerm,,98199
March 22 2016,112252,Snickerdoodles,Cat,Domestic Shorthair,Mix,98115
March 22 2016,104434,Fluffball,Cat,Domestic Longhair,Mix,98144
March 22 2016,112528,Buster,Cat,Domestic Shorthair,Mix,98125
March 22 2016,104435,Mary Jane,Cat,Domestic Shorthair,Mix,98144
March 22 2016,128153,,Cat,Domestic Shorthair,,98136
March 22 2016,128624,Sophie,Cat,Domestic Longhair,,98103
March 22 2016,104556,Seva,Cat,Siberian,,98144
March 22 2016,113603,Neo,Cat,Mix,,98106
March 22 2016,130672,Stella,Cat,Domestic Shorthair,,98117
March 22 2016,140760,Leto,Cat,LaPerm,,98126
March 22 2016,133043,Taz,Cat,Domestic Shorthair,,98146
March 22 2016,140678,Emily,Cat,Domestic Shorthair,,98144
March 22 2016,131796,Brownie,Cat,Domestic Medium Hair,,98117
March 22 2016,131795,Dot,Cat,Domestic Medium Hair,,98117
March 22 2016,140753,Brownie,Cat,Domestic Shorthair,,98115
March 22 2016,113566,Purrfect,Cat,Domestic Shorthair,,98116
March 22 2016,133278,Meow,Cat,LaPerm,,98133
March 22 2016,133212,Daisy,Cat,Maine Coon,Domestic Medium Hair,98107
March 22 2016,133222,Thumper,Cat,Domestic Medium Hair,Maine Coon,98107
March 22 2016,104579,Cleo,Cat,Domestic Shorthair,,98105
March 22 2016,127949,Herbie,Cat,Domestic Shorthair,,98115
March 22 2016,127948,Milou,Cat,Domestic Shorthair,,98115
March 22 2016,113538,Skip,Cat,Himalayan,,98199
March 22 2016,113609,Gracie,Cat,Domestic Shorthair,American Shorthair,98115
March 23 2016,111646,Tilly,Cat,Domestic Longhair,Mix,98119
March 23 2016,101840,Kahuna,Cat,Russian Blue,Mix,98102
March 23 2016,111648,Rudy,Cat,Domestic Shorthair,Mix,98144
March 23 2016,134032,Penny,Cat,Domestic Shorthair,,98103
March 23 2016,113549,Nina Simone,Cat,Domestic Longhair,Maine Coon,98121
March 23 2016,113550,Rex,Cat,Domestic Shorthair,,98121
March 23 2016,113518,Mozart,Cat,Siamese,,98112
March 23 2016,113581,Peter,Cat,Domestic Longhair,,98119
March 24 2016,133305,Buddy,Cat,Domestic Longhair,,98133
March 24 2016,112263,Bailey,Cat,Domestic Shorthair,Mix,98116
March 24 2016,112260,M.J.,Cat,Domestic Shorthair,Mix,98126
March 24 2016,112261,Mickey,Cat,Domestic Medium Hair,Mix,98126
March 24 2016,129553,Cookie,Cat,Domestic Shorthair,,98199
March 24 2016,104438,Stevie Lovington,Cat,Domestic Medium Hair,Mix,98112
March 24 2016,128524,Cleo,Cat,Domestic Shorthair,,98116
March 24 2016,113546,Chase,Cat,Domestic Longhair,,98199
March 24 2016,113545,Tigre,Cat,Domestic Shorthair,,98199
March 24 2016,113541,Mister,Cat,Russian Blue,,98133
March 24 2016,113585,Miss Bibi,Cat,Domestic Medium Hair,,98118
March 24 2016,113565,Kittykins,Cat,Domestic Shorthair,Mix,98177
March 24 2016,133694,Gigi,Cat,Domestic Shorthair,,98115
March 25 2016,133404,Lola,Cat,Domestic Shorthair,, 
March 25 2016,140653,Chrissy,Cat,Domestic Longhair,,98133
March 25 2016,215570,Sadie,Cat,LaPerm,,98121
March 25 2016,113468,Caramel,Cat,Domestic Shorthair,Siamese,98199
March 25 2016,113469,Cream,Cat,Domestic Shorthair,Siamese,98199
March 25 2016,112273,Jameson,Cat,Domestic Medium Hair,Mix,98106
March 25 2016,111653,Billy,Cat,Domestic Longhair,Mix,98102
March 25 2016,111654,Lincoln,Cat,Domestic Shorthair,Mix,98117
March 25 2016,133151,Yuki,Cat,Domestic Shorthair,,
March 25 2016,129567,Misha M'koo,Cat,Domestic Shorthair,,98125
March 25 2016,128635,Rupert,Cat,Domestic Longhair,,98125
March 25 2016,142579,Lily,Cat,Domestic Shorthair,,98122
March 25 2016,113840,Chi,Cat,Siamese,Mix,98118
March 25 2016,129710,Bera,Cat,Domestic Shorthair,,98122
March 26 2016,68387,Ariel,Cat,Domestic Shorthair,,98115
March 26 2016,104440,Shadow,Cat,Domestic Longhair,Mix,98109
March 26 2016,104441,Toby,Cat,Domestic Shorthair,Mix,98115
March 27 2016,128331,Lilly,Cat,Maine Coon,,98116
March 27 2016,128319,Sadie,Cat,Maine Coon,,98116
March 27 2016,128325,Mabel,Cat,Maine Coon,,98116
March 27 2016,129576,Coolers,Cat,Domestic Medium Hair,,98199
March 27 2016,113484,Snowball,Cat,Domestic Shorthair,Mix,98126
March 27 2016,135826,Freida,Cat,Manx,,98116
March 27 2016,104443,Henna,Cat,Domestic Shorthair,Mix,98117
March 28 2016,104444,Time Weasel,Cat,Domestic Shorthair,Mix,98115
March 28 2016,129767,Chispa,Cat,Domestic Shorthair,,98125
March 28 2016,113754,Orkin,Cat,LaPerm,,98119
March 28 2016,133697,Echo,Cat,Domestic Shorthair,,98116
March 28 2016,133698,Jada,Cat,Domestic Shorthair,,98116
March 28 2016,142280,Harlow,Cat,Domestic Shorthair,,98122
March 28 2016,129774,,Cat,Domestic Shorthair,,98112
March 28 2016,133144,Charles,Cat,Domestic Shorthair,,98199
March 28 2016,133143,Zoe,Cat,Domestic Shorthair,,98199
March 28 2016,129442,Lulu,Cat,Domestic Shorthair,,98126
March 28 2016,434030,Ollie,Cat,Domestic Medium Hair,,98126
March 28 2016,113725,Cat Cat,Cat,Ragdoll,,98115
March 28 2016,113726,Jack,Cat,Domestic Shorthair,,98115
March 28 2016,113882,Chai,Cat,Domestic Shorthair,,98117
March 28 2016,113883,Masala,Cat,Domestic Shorthair,,98117
March 29 2016,134116,Tiki,Cat,Domestic Shorthair,,98146
March 29 2016,111669,Red,Cat,Domestic Shorthair,Mix,98125
March 29 2016,104446,Purple Kitty,Cat,Domestic Shorthair,Mix,98105
March 29 2016,113855,Attack,Cat,American Shorthair,,98178
March 29 2016,133186,Leonardo,Cat,Domestic Shorthair,,98122
March 29 2016,113830,Moustache,Cat,Domestic Shorthair,,98115
March 29 2016,113831,Stumpy,Cat,Domestic Shorthair,,98115
March 29 2016,128141,Pepper,Cat,Domestic Shorthair,,98112
March 29 2016,134060,Noodle,Cat,Domestic Longhair,,98102
March 29 2016,113880,Artemis,Cat,Domestic Shorthair,,98117
March 29 2016,113881,Marco,Cat,Domestic Shorthair,,98117
